# GENERÁLT: eszkozok/ubs_dntg_import.py — kézzel nem szerkesztendő.
# forras: ubsicap/ubs-open-license @ 3a6edd8212df2e1189037ad39687726990c80d56 | UBSGreekNTDic-v1.1-en.JSON sha256=d84bb9077a43fa4a4f7e571fe2ffa460fa655d7b78439b366281ce527fd56893
# licenc: CC BY-SA 4.0 — © United Bible Societies; forrásmegjelölés: konkordancia/SDBH_SDGNT_README.md
strong	strong_kod	lemma	main_id	lexid	entry_kod	domen_kod	domen	definicio_rovid	definicio_hosszu	glosszak	megjegyzes
G4420	G4420	πτέρυξ	004322000000000	004322001001000	8.29	008002	Parts of the Body	a wing of any flying creature	—	wing	In {S:06600900900022}, in which the apocalyptic locusts are mentioned, the expression ἡ φωνὴ τῶν πτερύγων may require a distinct term for ‘wings,’ since the wings of insects may be referred to by terms different from those employed in speaking of the wings of birds.
G4421	G4421	πτηνός	004323000000000	004323001001000	4.38	004002	Birds	any kind of bird, wild or domestic	—	bird	All languages have at least some terms for birds, but there may be no generic term which identifies birds while excluding all other creatures which fly. For example, in some languages a term which includes all kinds of birds also includes flying insects and bats. However, since in most instances such a term has birds as its primary reference, it can usually be employed in contexts in which birds are more or less readily identified by other expressions in the passage. In other languages generic terms for birds may identify only certain classes of birds, for example, birds of prey, water birds, and birds of the forest.
G4422	G4422	πτοέω	004324000000000	004324001001000	25.264	025022	Fear, Terror, Alarm	to be terrified as the result of something which startles or alarms	—	to be very frightened; to be terrified; to be alarmed	—
G4423	G4423	πτόησις	004325000000000	004325001001000	25.265	025022	Fear, Terror, Alarm	(derivative of πτοέομαι ‘to be terrified,’ {D:25.264}) an object, event, or condition that causes terror or alarm	—	something fearful; something alarming; something that causes one to be afraid	—
G4424	G4424	Πτολεμαΐς	004326000000000	004326001001000	93.557	093002	Places	a seaport on the coast of Palestine (called Acco in OT times)	—	Ptolemais	—
G4425	G4425	πτύον	004327000000000	004327001001000	6.6	006002	Instruments Used in Agriculture and Husbandry	a fork-like shovel for throwing threshed grain into the air so that the wind may separate the chaff from the grain	—	a winnowing shovel	Where there is no receptor-language term for a winnowing shovel, one may use a descriptive phrase, for example, ‘a tool for throwing threshed grain into the air in order to let the chaff blow away.’
G4426	G4426	πτύρω	004328000000000	004328001001000	25.263	025022	Fear, Terror, Alarm	to be fearful as the result of being intimidated	—	to be afraid; to be scared; to be intimidated	The expression ‘don’t be intimidated’ may be rendered in some languages as ‘don’t let yourself be frightened’ or ‘don’t let anyone cause you to be afraid.’
G4427	G4427	πτύσμα	004329000000000	004329001001000	8.71	008003	Physiological Products of the Body	the watery fluid in the mouth	—	spit; saliva	—
G4428	G4428	πτύσσω	004330000000000	004330001001000	79.120	079027	Rolled Up	to cause something to be in the shape of a roll{N:001}	—	to roll up; to make into a roll	—
G4429	G4429	πτύω	004331000000000	004331001001000	23.43	023002	Processes Involving the Mouth, Other Than Eating and Drinking	to spit on or at something or someone{N:001}	—	to spit	In some societies spitting has quite a different symbolic meaning than it has in the Western world. In fact, in some societies in Africa, to spit upon a person’s head is to confer a blessing. It may therefore be necessary in the case of {S:04002606700004} to translate ‘they spat in his face’ as ‘they spat in his face to dishonor him’ or ‘… to show their anger against him.’
G4430	G4430	πτῶμα	004332000000000	004332001001000	8.7	008001	Body	a dead body, whether of an animal or a human being	—	dead body; corpse	In the parallel to {S:04002402800010} ({S:04201703700026}), the term {L:σῶμα<SDBG:σῶμα:000000>} ({D:8.1}) occurs. Since in some languages one must distinguish varying degrees of decomposition of a corpse, it may be important in certain contexts to indicate whether the body is of a person or an animal which has recently died or one which has undergone considerable decomposition.
G4431	G4431	πτῶσις	004333000000000	004333001001000	20.50	020003	Destroy	(a figurative extension of meaning of πτῶσις ‘fall,’ not occurring in the NT) to suffer destruction or ruin, with the implication of having formerly held a position of eminence	—	destruction	In rendering εἰς πτῶσιν καὶ ἀνάστασιν πολλῶν in {S:04200203400032} it is important to indicate clearly that some are to be destroyed and others are to rise. If one translates literally ‘for the destruction and rise of many,’ it might imply that certain individuals are to be destroyed and then to rise again. For other interpretations of this passage, see {D:13.59} and {D:87.75}.
G4431	G4431	πτῶσις	004333000000000	004333001002000	87.75	087004	Low Status or Rank [including persons of low status]	(a figurative extension of meaning of πτῶσις ‘fall,’ not occurring in the NT) radical change toward a lower status (note the contrast with {L:ἀνάστασις<SDBG:ἀνάστασις:000001>}[b] rising up, {D:87.39})	—	a falling	For somewhat different interpretations of πτῶσις in {S:04200203400032}, see {D:20.50} and {D:13.59}.
G4431	G4431	πτῶσις	004333000000000	004333001003000	13.59	013002	Change of State	to change for the worse, with emphasis upon extent and suddenness	—	to fall from; to worsen	For somewhat different interpretations of {L:πτῶσις<SDBG:πτῶσις:000000>} in {S:04200203400032}, see {D:20.50} and {D:87.75}.
G4432	G4432	πτωχεία	004334000000000	004334001001000	57.52	057006	Be Poor, Be Needy, Poverty	a state of having insufficient possessions	—	poverty; destitution	—
G4433	G4433	πτωχεύω	004335000000000	004335001001000	57.54	057006	Be Poor, Be Needy, Poverty	to change to a state of poverty{N:001}	—	to become poor	In some languages it may be inappropriate to translate literally ‘rich’ and ‘poor,’ since these may have highly specific meanings and inappropriate connotations for the context of {S:04700800900026}. Therefore, it may be necessary to translate ‘although Christ had previously possessed very much, he became one who possessed nothing and he did this for your sake.’
G4434	G4434	πτωχός	004336000000000	004336001001000	57.53	057006	Be Poor, Be Needy, Poverty	pertaining to being poor and destitute, implying a continuous state	—	poor; destitute	See comments at {D:57.51}.|Since in all societies there are poor people, there is no difficulty involved in finding a suitable expression to designate such persons, but in some languages idiomatic phrases are used, for example, ‘those who walk in rags’ or ‘those whose ribs are always showing.’
G4434	G4434	πτωχός	004336000000000	004336001002000	65.16	065001	Valuable, Lacking in Value	pertaining to being of inadequate or insufficient value	—	of little or no value; relatively worthless	It is possible that πτωχός in {S:04800400900034} refers to the contrast with that which is beneficial or useful, in which case the meaning of πτωχός in this context would be classified in Subdomain D Useful, Useless (Domain 65 Value).
G4434	G4434	πτωχός	004336000000000	004336001003000	88.57	088007	Humility	(an idiom, literally: poor in spirit) pertaining to one who is humble with regard to his own capacities (in the one NT occurrence, namely, {S:04000500300006}, this humility is in relationship to God)	—	to be humble	A literal translation of πτωχὸς τῷ πνεύματι may lead to serious misunderstanding, since ‘poor in spirit’ is likely to mean either ‘lacking in the Holy Spirit’ or ‘lacking in ambition or drive.’ In order to indicate clearly that this poverty or need is related in some way to spiritual realities, one may translate ‘happy are those who recognize their need of God.’
G4435	G4435	πυγμή	004337000000000	004337001001000	8.35	008002	Parts of the Body	the clenched hand	—	fist	In the NT πυγμή occurs only in this very problematic expression in {S:04100700300020}. Some manuscripts omit πυγμῇ, while others read πυκνά ‘often.’ A number of translators have attempted to solve the interpretative problem in {S:04100700300020} by translating ‘unless they wash in the proper manner’ or ‘… thoroughly.’
G4436	G4436	πύθων	004339000000000	004339001001000	12.48	012002	Supernatural Powers	a supernatural power of divination known as ‘Python’	—	spirit of divination	For πύθων as part of an idiom, see {D:33.285}.|In most languages there seems to be no reason to borrow the term ‘Python,’ since it may be readily misunderstood. It is both more meaningful and to some extent more accurate to translate ‘a spirit of divination’ or ‘the spirit which caused her to foretell the future’ or ‘… to tell what was going to happen.’
